,day,month,year,weekday,workingday,holiday,weathersit,temp,hum,windspeed,casual,registered,cnt
649,10,December,2019,Tuesday,1,0,1,17.9375,53.9167,15.751164,1060,6222,7282
650,13,October,2019,Sunday,0,0,1,16.126653,49.4583,9.791514,2252,4857,7109
651,14,October,2019,Monday,1,0,1,21.388347,64.0417,18.667004,2080,4559,6639
652,15,October,2019,Tuesday,1,0,2,23.028347,70.75,19.834479,760,5115,5875
653,16,October,2019,Wednesday,1,0,1,19.201653,55.8333,12.208807,922,6612,7534
654,17,October,2019,Thursday,1,0,1,18.689153,69.2917,6.791857,979,6482,7461
655,18,October,2019,Friday,1,0,2,21.4225,72.8333,15.874779,1008,6501,7509
656,19,October,2019,Saturday,0,0,2,23.096653,81.5,9.041918,753,4671,5424
657,20,October,2019,Sunday,0,0,1,19.850847,57.2917,7.874979,2806,5284,8090
658,21,October,2019,Monday,1,0,1,19.030847,51.0,11.125618,2132,4692,6824
659,22,October,2019,Tuesday,1,0,1,19.9875,56.8333,5.4593811,830,6228,7058
660,23,October,2019,Wednesday,1,0,1,22.310847,64.1667,6.3345686,841,6625,7466
661,24,October,2019,Thursday,1,0,1,24.0875,63.625,4.8762064,795,6898,7693
662,25,October,2019,Friday,1,0,2,22.55,80.0417,8.333125,875,6484,7359
663,26,October,2019,Saturday,0,0,2,22.379153,80.7083,8.875289,1182,6262,7444
664,27,October,2019,Sunday,0,0,2,21.73,72.0,15.791364,2643,5209,7852
665,28,October,2019,Monday,1,0,2,19.5775,69.4583,26.666536,998,3461,4459
666,29,October,2019,Tuesday,1,0,3,18.04,88.0,23.9994,2,20,22
667,30,October,2019,Wednesday,1,0,2,13.045462,82.5455,14.271603,87,1009,1096
668,31,October,2019,Thursday,1,0,2,14.6575,66.6667,11.166689,419,5147,5566
669,11,January,2019,Friday,1,0,2,14.999153,58.1667,10.542182,466,5520,5986
670,11,February,2019,Monday,1,0,1,14.555,52.2083,17.833725,618,5229,5847
671,11,March,2019,Monday,1,0,2,14.076653,49.125,18.125443,1029,4109,5138
672,11,April,2019,Thursday,1,0,1,13.359153,53.2917,12.000236,1201,3906,5107
673,11,May,2019,Saturday,0,0,1,13.085847,49.4167,15.833775,378,4881,5259
674,11,June,2019,Tuesday,1,0,1,11.514153,56.7083,11.625371,466,5220,5686
675,11,July,2019,Thursday,1,0,2,12.129153,54.75,20.375236,326,4709,5035
676,11,August,2019,Sunday,0,0,1,14.439134,33.3478,23.304945,340,4975,5315
677,11,September,2019,Wednesday,1,0,1,14.828347,54.0833,14.375386,709,5283,5992
678,11,October,2019,Friday,1,0,1,15.955847,64.5417,3.8756686,2090,4446,6536
679,11,November,2019,Monday,0,1,1,17.254153,65.9167,8.5425,2290,4562,6852
680,11,December,2019,Wednesday,1,0,1,19.885,74.1667,11.625639,1097,5172,6269
681,13,November,2019,Wednesday,1,0,2,14.076653,66.2917,22.917082,327,3767,4094
682,14,November,2019,Thursday,1,0,1,11.855847,55.2083,13.374875,373,5122,5495
683,15,November,2019,Friday,1,0,2,13.188347,62.0417,10.250129,320,5125,5445
684,16,November,2019,Saturday,0,0,1,14.145,52.4583,11.458675,484,5214,5698
685,17,November,2019,Sunday,0,0,1,13.325,54.5417,12.041843,1313,4316,5629
686,18,November,2019,Monday,1,0,1,14.0425,69.2917,15.250004,922,3747,4669
687,19,November,2019,Tuesday,1,0,2,15.614153,62.3333,15.749489,449,5050,5499
688,20,November,2019,Wednesday,1,0,2,15.340847,68.5,5.542575,534,5100,5634
689,21,November,2019,Thursday,1,0,1,14.486653,61.375,6.917482,615,4531,5146
690,22,November,2019,Friday,1,0,1,13.94,58.0417,3.5423436,955,1470,2425
691,23,November,2019,Saturday,0,0,1,15.101653,56.875,9.917407,1603,2307,3910
692,24,November,2019,Sunday,0,0,1,11.411653,40.4583,25.250357,532,1745,2277
693,25,November,2019,Monday,1,0,1,10.079153,46.8333,10.0835,309,2115,2424
694,26,November,2019,Tuesday,1,0,1,12.846653,53.5417,3.12555,337,4750,5087
695,27,November,2019,Wednesday,1,0,2,11.958347,78.6667,15.916654,123,3836,3959
696,28,November,2019,Thursday,0,1,1,12.163347,50.625,14.125007,198,5062,5260
697,29,November,2019,Friday,1,0,1,11.51567,55.5652,7.739974,243,5080,5323
698,30,November,2019,Saturday,0,0,1,12.231653,64.9583,3.9175436,362,5306,5668
699,12,January,2019,Saturday,0,0,2,12.231653,80.6667,4.0001814,951,4240,5191
700,12,February,2019,Tuesday,1,0,2,14.2475,82.3333,8.333393,892,3757,4649
701,12,March,2019,Tuesday,1,0,1,18.5525,76.75,5.5422936,555,5679,6234
702,12,April,2019,Friday,1,0,1,19.509153,73.375,11.666643,551,6055,6606
703,12,May,2019,Sunday,0,0,1,17.971653,48.5,21.709407,331,5398,5729
704,12,June,2019,Wednesday,1,0,1,10.489153,50.875,11.708518,340,5035,5375
705,12,July,2019,Friday,1,0,2,13.154153,76.4167,8.7502,349,4659,5008
706,12,August,2019,Monday,1,0,2,15.648347,91.125,6.792393,1153,4429,5582
707,12,September,2019,Thursday,1,0,2,15.750847,90.5417,10.584325,441,2787,3228
708,12,October,2019,Saturday,0,0,2,17.869153,92.5,12.750636,329,4841,5170
709,12,November,2019,Tuesday,1,0,2,14.486653,59.6667,19.834479,282,5219,5501
710,12,December,2019,Thursday,1,0,2,12.1975,53.8333,10.916779,310,5009,5319
711,13,December,2019,Friday,1,0,1,12.129153,48.5833,11.666643,425,5107,5532
712,14,December,2019,Saturday,0,0,1,11.548347,64.2917,8.792343,429,5182,5611
713,15,December,2019,Sunday,0,0,1,13.290847,65.0417,7.12545,767,4280,5047
714,16,December,2019,Monday,1,0,2,14.8625,83.875,6.749714,538,3248,3786
715,17,December,2019,Tuesday,1,0,2,16.126653,90.7083,6.5833061,212,4373,4585
716,18,December,2019,Wednesday,1,0,1,16.844153,66.625,14.834068,433,5124,5557
717,19,December,2019,Thursday,1,0,1,13.6325,62.5417,12.334164,333,4934,5267
718,20,December,2019,Friday,1,0,2,13.53,66.7917,8.875021,314,3814,4128
719,21,December,2019,Saturday,0,0,2,13.393347,55.6667,25.083661,221,3402,3623
720,22,December,2019,Sunday,0,0,1,10.899153,44.125,27.292182,205,1544,1749
721,23,December,2019,Monday,1,0,1,10.079153,51.5417,8.916561,408,1379,1787
722,24,December,2019,Tuesday,1,0,2,9.483464,79.1304,5.1744368,174,746,920
723,25,December,2019,Wednesday,0,1,2,11.943464,73.4783,11.304642,440,573,1013
724,26,December,2019,Thursday,1,0,3,9.976653,82.3333,21.208582,9,432,441
725,27,December,2019,Friday,1,0,2,10.420847,65.2917,23.458911,247,1867,2114
726,28,December,2019,Saturday,0,0,2,10.386653,59.0,10.416557,644,2451,3095
727,29,December,2019,Sunday,0,0,2,10.386653,75.2917,8.333661,159,1182,1341
728,30,December,2019,Monday,1,0,1,10.489153,48.3333,23.500518,364,1432,1796
729,31,December,2019,Tuesday,1,0,2,8.849153,57.75,10.374682,439,2290,2729
